DMR No,DMR Date,Originator,Status,Site,Hold Reason,Initial Qty,Department,MT #,2nd MT#,RMA,Lot #,Part #,Part Desc,Supplier,Inv Loc,Is MDW,Commodity,Discrepancy Rmk,DMR Ref,First Eval Result,First Eval Date,First SSide Qty,First DSide Qty,First UAI Qty,First Scrap Qty,First Evaluator,Second Eval Result,Second Eval Date,Second SSide Qty,Second DSide Qty,Second UAI Qty,Second Scrap Qty,Second Evaluator,Manager Name,Director Name,Manufacturing,Manufacturing Sup,Process,Materials,Test Engineering,Quality,Scrap Authority (Prod),Scrap Authority (Plant),Finance,IQA,Manufacturing 2,Manufacturing Sup 2,Process 2,Materials 2,Test Engineering 2,Quality 2,Scrap Authority (Prod) 2,Scrap Authority (Plant) 2,Finance 2,IQA 2,Evaluation Step,Total Scrap Cost
W1440784230,2/4/2025 10:56:32 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4620,Production Cell#5,RXBR021314,RXBR021340,R25J44046WXIDRWR25J43976WXIDRWR25J43975WXIDRWR25J43977WXIDRW&R25J44047WXIDRW(8044206380431681&80,1680/1260/840/420/420,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15CMR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	3643 Flash Reject	467 Test Scrap	510 Total Scrap	977 DS Qty=3643pcs	 ,2/22/2025 8:54:51 AM,0,3643,3643,977,Kit Hiong Chan,Pend MDW FG=3643 Mdw in=3640 MDW yield=37.0% Total in=3643 FG DS=1330 Scrap=2313..CB:D Team Dated:7th Mar ,3/8/2025 2:22:28 PM,0,1330,1330,2313,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$13028.40
W1440840100,2/4/2025 6:12:28 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5180,Production Cell#C,N/A,,R25P44078KRTRTV&R25P44082KRTRTV(80445241&80445742),3640/1540,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305914W1441070468,After CL Sorting Non Affected=1715pcs UAI&Ship+Affected=3465pcs go CC sorting+Non Affecetd=2590pcs UAI&Ship+Affected=770pcs(Gp1)refer to DMR#W1441305914&Qty=105pcs refer DMR#W1441070468,2/6/2025 7:35:16 PM,0,5180,5180,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1440840186,2/4/2025 6:19:27 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4200,Production Cell#C,N/A,,R25P44078KRTRTV(80445241),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305914W1441070468,After CL Sorting Non Affected=805pcs UAI&Ship+Affected=3395pcs go CC sorting+Non Affecetd=2415pcs UAI&Ship+Affected=840pcs(Gp1)refer to DMR#W1441305914&Qty=140pcs refer DMR#W1441070468,2/8/2025 12:00:05 PM,0,4200,4200,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1441013252,2/5/2025 1:34:40 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,RXBR021294,,R25P44082KRTRTV(80445742),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305932W1441070468,After CL Sorting Non Affected=1260pcs UAI&Ship+Affected=4340pcs go CC sorting+Non Affecetd=3395pcs UAI&Ship+Affected=700pcs(Gp1)refer to DMR#W1441305932&Qty=70pcs refer DMR#W1441070468+Scrap=175pcs,2/10/2025 3:17:23 PM,0,5425,5425,175,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$752.50
W1441250003,2/6/2025 2:30:54 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4270,Production Cell#C,RXBR021290,,R25P44077KRTRTV(80445242),,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(WebDMR#W1439244490&W1440678443)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441764506W1441764749,After CL Sorting Non Affected=805pcs UAI&Ship+Affected=3465pcs go CC sorting+Non Affecetd=2065pcs UAI&Ship+Affected=1231pcs(Gp1)refer to DMR#W1441764506&Qty=140pcs refer DMR#W1441764749+scrap=29pcs,2/9/2025 9:50:38 AM,0,4241,4241,29,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$124.70
W1441250084,2/6/2025 2:36:26 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4620,Production Cell#C,RXBR021290,,R25P44081KRTRTV(80445741),,205839905,Marlin DS,,BCONMDW,F,RMA(GL),MDSWR DS(WebDMR#W1439244490&W1440678443)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441764506W1441764749,After  CL Sorting Non Affected=1330pcs UAI&Ship+Affected=3290pcs go CC sorting+Non Affecetd=2415pcs UAI&Ship+Affected=735pcs(Gp1)refer to DMR#W1441764506&Qty=105pcs refer DMR#W1441764749,2/10/2025 10:42:18 AM,0,4585,4585,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$150.50
W1441250264,2/6/2025 2:49:02 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4970,Production Cell#C,RXBR021290,,R25P44076KRTRTV(80445243),,205839904,Marlin DS,,BCONMDW,F,RMA(GL),MARLS DS(WebDMR#W1439244490&W1440678443)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441764506W1441943499,After CL Sorting Non Affected=1050pcs UAI&Ship+Affected=3920pcs go CC sorting+Non Affecetd=2450pcs UAI&Ship+Affected=1242pcs(Gp1)refer to DMR#W1441764506&Qty=175pcs refer DMR#W1441943499+scrap=53pcs,2/9/2025 4:25:04 PM,0,4917,4917,53,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$227.90
W1441250396,2/6/2025 2:56:49 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5250,Production Cell#C,RXBR021290,,R25P44076KRTRTV&R25P44080KRTRTV(80445243&80445740),4760/490,205839904,Marlin DS,,BCONMDW,F,RMA(GL),MARLS DS(WebDMR#W1439244490&W1440678443)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441764506W1441943499,After CL Sorting Non Affected=1085pcs UAI&Ship+Affected=4165pcs go CC sorting+Non Affecetd=3220pcs UAI&Ship+Affected=747pcs(Gp1)refer to DMR#W1441764506&Qty=140pcs refer DMR#W1441943499+scrap=58pcs,2/10/2025 2:34:34 PM,0,5192,5192,58,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$249.40
W1441304363,2/6/2025 3:34:11 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3600,Production Cell#B,RXBR021304,RXBR021310,R25P43967KRTDRW(80430838&80442063),2700/900,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444740174W1444471379,After Glide	 Total Pend MDW	2701 Total Pend MDW FG DS	2100 Pend MDW FG SS	601 Flash Reject	762 Test Scrap	137 Total Scrap	899 DS Qty=2100pcs	 SST Qty=360pcs	 SSB Qty=241pcs	 ,2/17/2025 8:49:50 AM,601,2100,2701,899,Kit Hiong Chan,MDW IN	2100 Total FG DS	1950 Total Scrap	150 MDW DS Yield	93% ,2/20/2025 7:07:22 PM,0,1950,1950,150,Chia Yun Pang,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$4510.70
W1441305603,2/6/2025 3:41:24 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021346,RXBR021358,R25J43972WXIRMAR25J43946WXIRMA&R25J44011WXIRMA(8043168180426205&80436859),2520/2100/840,207624201,V15MR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4495 Flash Reject	513 Test Scrap	452 Total Scrap	965 DS Qty=4495pcs	 ,3/20/2025 10:47:15 AM,0,4495,4495,965,Kit Hiong Chan,MDW IN=4495 Total FG DS=2450 Total Scrap=2045 MDW DS Yield=55% ,3/20/2025 10:54:32 AM,0,2450,2450,2045,Xiaoming Liu,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$11919.60
W1440425533,2/2/2025 5:57:08 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5460,Production Cell#C,RXBR021290,,R25P44029KRTRTV(80437905),,205869921,MarlinBP DS,,BCONMDW,F,RMA(AL),MBPBL DS(WebDMR#W1436058703)Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1960pcs UAI&Ship+Affected=3500pcs go CC sorting+Non Affecetd=3220pcs UAI&Ship+affected=280pcs go for scrap,2/8/2025 9:54:00 AM,0,5180,5180,280,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1108.80
W1440425544,2/2/2025 6:10:20 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4340,Production Cell#C,RXBR021290,,R25P44029KRTRTV(80437905),,205869921,MarlinBP DS,,BCONMDW,F,RMA(GL),MBPBL DS(WebDMR#W1436058703)Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1190pcs UAI&Ship+Affected=3150pcs go CC sorting+Non Affecetd=2940pcs UAI&Ship+affected=210pcs go for scrap,2/8/2025 9:58:20 AM,0,4130,4130,210,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$903.00
W1440955031,2/5/2025 8:12:41 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4620,Production Cell#C,RXBR021290(32pcs)&RFCR117226(245pcs),,R25P44078KRTRTV&R25P44082KRTRTV(80445241&80445742),2520/2100,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305932W1441070468,Af CL Sorting innocent=1540 Ship+Affected=3080 for CC sorting+innocent=1890pcs UShip+Affected=808pcs(Gp1)DMR#W1441305932&Qty=105pcs DMR#W1441070468&Qty=245pcs charge PE(RFCR117226)+scrap=32pcs,2/10/2025 7:15:20 PM,0,4343,4343,277,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1191.10
W1440955255,2/5/2025 8:30:08 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,N/A,,R25P44082KRTRTV(80445742),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305914W1441070468,After CL Sorting Non Affected=595pcs UAI&Ship+Affected=5005pcs go CC sorting+Non Affecetd=3010pcs UAI&Ship+Affected=1645pcs(Gp1)refer to DMR#W1441305914&Qty=350pcs refer DMR#W1441070468,2/8/2025 11:33:22 AM,0,5600,5600,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1440955357,2/5/2025 8:36:51 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5320,Production Cell#C,N/A,,R25P44082KRTRTV(80445742),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305914W1441070468,After CL Sorting Non Affected=630pcs UAI&Ship+Affected=4690pcs go CC sorting+Non Affecetd=3360pcs UAI&Ship+Affected=1155pcs(Gp1)refer to DMR#W1441305914&Qty=175pcs refer DMR#W1441070468,2/6/2025 6:02:40 PM,0,5320,5320,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1440955400,2/5/2025 8:40:46 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5250,Production Cell#C,N/A,,R25P44082KRTRTV(80445742),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305932,After CL Sorting Non Affected=840pcs UAI&Ship+Affected=4410pcs go CC sorting+Non Affecetd=3150pcs UAI&Ship+Affected=1260pcs(Gp1)refer to DMR#W1441305932,2/8/2025 4:05:15 PM,0,5250,5250,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1441013360,2/5/2025 1:42:20 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5600,Production Cell#C,RXBR021290,,R25P44084KRTRTV&R25P44082KRTRTV(80445742&80445969),3150/2450,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305932,After CL Sorting Non Affected=1750pcs UAI&Ship+Affected=3850pcs go CC sorting+Non Affecetd=3080pcs UAI&Ship+Affected=745pcs(Gp1)refer to DMR#W1441305932&scrap=25pcs,2/9/2025 1:41:32 PM,0,5575,5575,25,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$107.50
W1441013432,2/5/2025 1:48:38 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5180,Production Cell#C,N/A,,R25P44084KRTRTV(80445969),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441023391,After CL Sorting Non Affected=1120pcs UAI&Ship+Affected=4060pcs go CC sorting+Non Affecetd=3150pcs UAI&Ship+Affected=910pcs(Gp1)refer to DMR#W1441023391,2/8/2025 2:45:03 PM,0,5180,5180,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1441013503,2/5/2025 1:53:13 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5320,Production Cell#C,N/A,,R25P44084KRTRTV(80445969),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1439244490&W1440678403)Pull for CL Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected refer to JiaHui's RWF+R:Prime RTV Lot,W1441305932,After CL Sorting Non Affected=770pcs UAI&Ship+Affected=4550 go CC sorting+Non Affecetd=3430pcs UAI&Ship+Affected=1120pcs(Gp1)refer to DMR#W1441305932,2/8/2025 4:50:39 PM,0,5320,5320,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1440373630,2/2/2025 10:37:32 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021282,RXBR021290,R25J44051WXIMDW&R25J44016WXIMDW(80442130&80436952),1800/450,204179901,Skybolt DS,,BCONMDW,F,RMA(GL),Skybolt DS 100% Wipe with KBS Tape+OD Edge Wipe +Burnish/Glide out as HDW(SK11H)(TA=REM-RMATDDM) DS PN:204179900(SA'V'BG)Bin55+MDW/Aperio DS:204179901,,After Glide	 Total Pend MDW FG DS	2027 Scrap	223 DS  Qty=2027pcs	 ,2/4/2025 5:00:38 PM,0,2027,2027,223,Kit Hiong Chan,MDW IN	2027 Total FG DS	1400 Total Scrap	627 MDW DS Yield	70% ,2/6/2025 3:42:21 PM,0,1400,1400,627,Chia Yun Pang,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3655.00
W1440373757,2/2/2025 10:43:29 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4947,Production Cell#B,RXBR021290,RXBR021299,R25P44031KRTRMA&R25P43968KRTRMA(80439718&80430839),2698/2249,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(FFU-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444808389W1444471426,After Glide	 Total Pend MDW	4127 Total Pend MDW FG DS	3362 Pend MDW FG SS	765 Flash Reject	700 Test Scrap	120 Total Scrap	820 DS Qty=3362pcs	 SST Qty=286pcs	 SSB Qty=479pcs	 ,2/9/2025 4:54:06 PM,765,3362,4127,820,Kit Hiong Chan,A/W MDW	3362 MDW In 	3362 MDW DS Yield	85% MDW SS Yield	8% MDW Fallout 	3 Hard abort & partial caddies	0 Total in	3362 FG DS	2850  FG SS	250 Scrap	262 ,2/12/2025 11:26:15 AM,250,2850,3100,262,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$4652.60
W1440373776,2/2/2025 10:45:26 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3150,Production Cell#B,RXBR021290,RXBR021299,R25P44002KRTRMA(80436285),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(FFU-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444808389W1444471426,After Glide	 Total Pend MDW	2652 Total Pend MDW FG DS	2297 Pend MDW FG SS	355 Flash Reject	429 Test Scrap	69 Total Scrap	498 DS Qty=2297pcs	 SST Qty=162pcs	 SSB Qty=193pcs	 ,2/9/2025 4:38:55 PM,355,2297,2652,498,Kit Hiong Chan,A/W MDW	2297 MDW In 	2297 MDW DS Yield	85% MDW SS Yield	6% MDW Fallout 	3 Hard abort & partial caddies	0 Total in	2297 FG DS	1800  FG SS	100 Scrap	397 ,2/12/2025 11:24:20 AM,100,1800,1900,397,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3848.50
W1440373798,2/2/2025 10:47:04 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3597,Production Cell#B,RXBR021304,RXBR021310,R25P44030KRTDRW(80439717),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444740174W1444471379,After Glide	 Total Pend MDW	3163 Total Pend MDW FG DS	2557 Pend MDW FG SS	606 Flash Reject	353 Test Scrap	81 Total Scrap	434 DS Qty=2557pcs	 SST Qty=316pcs	 SSB Qty=290pcs	 ,2/18/2025 10:37:03 AM,606,2557,3163,434,Kit Hiong Chan,MDW IN	2557 Total FG DS	1950 SS Bin 125	0 SS Bin 225	100 Total Scrap	507 MDW DS Yield	78% MDW SS Yield	6% ,2/20/2025 7:17:23 PM,100,1950,2050,507,Chia Yun Pang,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$4046.30
W1440373813,2/2/2025 10:48:54 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3150,Production Cell#B,RXBR021307,RXBR021315,R25P44000KRTDRW(80436283),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444740174W1445764818,After Glide	 Total Pend MDW	2811 Total Pend MDW FG DS	2510 Pend MDW FG SS	301 Flash Reject	285 Test Scrap	54 Total Scrap	339 DS Qty=2510pcs	 SST Qty=108pcs	 SSB Qty=193pcs	 ,2/19/2025 3:38:48 PM,301,2510,2811,339,Kit Hiong Chan,A/W MDW	2510 MDW In 	2510 MDW DS Yield	73% MDW SS Yield	13% MDW Fallout 	3 Hard abort & partial caddies	0 Total in	2510 FG DS	1800  FG SS	300 Scrap	410 ,2/21/2025 5:34:24 PM,300,1800,2100,410,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3220.70
W1440373874,2/2/2025 10:55:28 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4480,Production Cell#C,RXBR021290,,R25P44028KRTRTV(80437904),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1436058676)Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1260pcs UAI&Ship+Affected=3220pcs go CC sorting+Non Affecetd=2870pcs UAI&Ship+affected=350pcs go for scrap,2/4/2025 4:38:07 PM,0,4130,4130,350,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$1505.00
W1440373976,2/2/2025 11:04:42 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,5460,Production Cell#C,RXBR021303,,R25P44028KRTRTV(80437904),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1436058676)Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=2555pcs UAI&Ship+Affected=2905pcs go CC sorting+Non Affecetd=2730pcs UAI&Ship+affected=175pcs go for scrap,2/8/2025 4:56:36 PM,0,5285,5285,175,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$752.50
W1440373993,2/2/2025 11:09:23 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3640,Production Cell#C,RXBR021290,,R25P44028KRTRTV(80437904),,205839907,Marlin DS,,BCONMDW,F,RMA(GL),MARLB DS(WebDMR#W1436058676)Pull for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI&Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1680pcs UAI&Ship+Affected=1960pcs go CC sorting+Non Affecetd=1820pcs UAI&Ship+affected=140pcs go for scrap,2/8/2025 5:07:04 PM,0,3500,3500,140,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$602.00
W1440374058,2/2/2025 11:17:07 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1750,Production Cell#5,RXBR021282,,R25J44039WXIRTV(80441448),,207541401,CimarronBP DS,,BCONMDW,F,RMA(AL),CBPSW DS(Web DMR#W1432854807)Pull back for Cassette Level Sorting+Non Affected UAI & Ship +Affected go CC sorting Non Affecetd UAI & Ship+affected ReIE+MDW+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=805pcs UAI & Ship+Affected=945pcs go CC sorting Non Affecetd=770pcs UAI & Ship+affected=175pcs go for scrap,2/4/2025 5:20:29 PM,0,1575,1575,175,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$693.00
